ParsedText,FollowersLog,LikesLog,RetweetsLog,Urgency,Credibility
breaking man working agricultural field near haifa israel murdered rocket shot israeli civilian hezbollah may memory blessing,12.403369017998829,5.869296913133774,3.4011973816621555,38,69
since folk blaming jew natch reminder american find jerusalem gaza map evidence israel palestine even cracked top 5 voter priority many american even swing state important less obvious way 1,9.287579152316985,4.330733340286331,2.197224577336219,0,8
breaking foreign worker killed hezbollah rocket attack near kiryat area found field near kfar masaryk israel,7.734121303328305,2.6390573296152584,2.4849066497880004,47,1
hezbollah terrorist murdered another civilian israel rocket attack earlier today,12.747637927450906,4.948759890378168,3.828641396489095,43,67
way idiot blaming kamala bc give wanted palestine make fucking sick fucking clue politics work trump going let israel whatever fuck want gaza fuck,7.526178913346145,3.9702919135521215,2.6390573296152584,0,2
breaking body foreign worker discovered near kfar masaryk northern israel murdered shrapnel rocket fired hezbollah lebanon earlier today,12.780087130051777,4.605170185988091,3.2188758248682006,46,68
anyway palestine vulnerable ever yes would vulnerable still democratic administration u still sends arm israel time point finger rather aim continue protest donate spread word etc,6.393590753950631,4.060443010546419,2.995732273553991,0,1
view donald trump end war israel hamas hezbollah iran ensuring israel eradicates terrorism completely root palestine lebanon iran,11.971400393392008,4.653960350157523,2.8903717578961645,4,48
escalation may happen around around 15th nov something culminating around time,9.940349717268694,3.828641396489095,1.0986122886681096,64,18
israel able milk u long without disappear world big zionist find place go leave palestine orlov,9.033722518098905,3.2580965380214817,1.791759469228055,0,7
rashida talib ilhan omar two leader stood humanity back show american citizen palestine even thou democrat supported evil israel save humanity regardless race religion,8.386172928977834,2.5649493574615367,1.0986122886681096,1,4
many liberal suppose muted word gaza palestine israel feed,8.873187904050106,3.1780538303479453,1.0986122886681096,0,3
breaking u sending additional fighter jet help israel defend preparation iranian attack,12.299940877135791,7.1284959456800365,5.365976015021851,46,65
ok go trump 2 0 mean israel palestine amp uk ofc domestically tldr end world yet worst immediate impact home abroad razor thin silver lining learnable lesson stall rightward lurch,10.0043278674622,4.532599493153255,3.1354942159291497,0,13
weird thing u democrat leftist many seem willing throw away netanyahu israel actively worked elect trump hyperbolic single issue grandstanding around palestine anti kamala rhetoric going seek shelter away united state hide need compromise resist together well anything anything less trump going completely crush something many sit think,15.460945917483334,5.5093883366279774,4.1588830833596715,0,100
since october 07 attack israel seen photograph hostage taken hamas unfortunately believe every one executed palestine gaza reaping sown fuck,9.801731643581741,3.4657359027997265,1.6094379124341003,0,15
arab supported trump forgot trump anti palestine act first term 1 recognition jerusalem israel capital 2 recognition israeli sovereignty golan height 3 abraham accord 4 cutting aid palestinian program 5 closure plo office washinton dc 6 reversal u policy israeli settlement 7 designation iran revolutionary guard corp irgc terrorist organization 8 increased military financial aid israel 38 billion defence package 2018 9 supported legislation boycott divestment sanction bd movement israel 10 inclusion israel many u led initiative security technology economic cooperation,13.334374795812337,5.703782474656201,4.499809670330265,0,78
breaking law officially approved israel family member terrorist support act terrorism deported israel,9.905186109171709,4.983606621708336,3.6109179126442243,27,20
breaking deportation terrorist family law passed knesset plenum tonight entered law book state israel,11.393127901514632,5.560681631015528,3.6635616461296463,27,57
breaking law officially approved israel family member terrorist knew advance plan expressed support act terrorism deported israel,12.299940877135791,9.618800989064145,7.773173680482535,28,57
breaking news israel passed legislation allowing deportation family terrorist israel,10.40408100573587,5.924255797414531,4.025351690735149,25,19
idf carry drone strike targeting palestinian terrorist city tulkarm west bank,12.747536100826649,5.351858133476067,3.4965075614664802,68,52
funniest possible outcome trump outflanks dems palestine cutting military aid israel want seen netanyahu lapdog,7.401841578743829,2.772588722239781,0.0,0,1
tired pro palestine side taking accountability hamas hezbollah action instead coming israel complain protest oh wait,6.364750756851911,3.1780538303479453,1.3862943611198906,0,1
trump appears planning give west bank israel would allow complete eradication palestine,12.205782603472041,4.7535901911063645,3.58351893845611,57,62
haha local news casually called israel right winged nice see pointed bibi absolutely thrilled election result anyone thinking protest vote good call palestine fucking idiot,8.405591014834934,3.295836866004329,1.6094379124341003,0,2
breaking israel distance latest un meeting comment action soldier army commander cabinet minister prime minister president founder thinker,10.04585479382305,4.276666119016055,2.995732273553991,9,19
someone voted green vote voted trump explain plan neither kamala trump elected punish dems positioning palestine israel,8.656607247198915,3.044522437723423,0.0,0,4
trump pro israel right palestine supporter vote glass gaza,9.504501410525673,5.978885764901122,3.4657359027997265,0,11
dems finished eating lame duck period coming israel pray biden still lucid enough stop netanyahu amp palestine obsessed obama era karen wreaking havoc,10.226838364267364,3.1354942159291497,0.6931471805599453,0,18
israel former defensive minister galant told hostage family army achieved goal gaza pm netanyahu consideration militarily diplomatic,10.310318394272075,3.951243718581427,3.4657359027997265,23,29
canada could get serious israel amp palestine center killing field ukraine war russia trump irrational amp potus elect modi china helped pp sure let discus pm canada amp ability work international partner,8.892473968347087,3.7612001156935624,2.70805020110221,0,5
violence israeli netherlands multiple supporter israel soccer team beaten pro palestinian rioter netherlands ahead soccer match one israeli visiting unaccounted video show rioter throwing supporter river hitting another car israeli national security council urge israeli area shelter hotel,12.147781237153069,3.1354942159291497,2.70805020110221,3,57
biden blinken sullivan approach foreign policy seems revolve around half committing everything fear thing escalate otherwise spin control political loser ukraine israel palestine fester drove people nut,8.701013624333928,4.23410650459726,2.70805020110221,0,5
10 injury reported amsterdam amidst pogrom targeting jewish soccer fan,12.74833298082205,5.934894195619588,4.68213122712422,14,76
breaking israel express concern people worldwide israeli abroad 1 israeli palestinian,10.045637944640806,4.532599493153255,3.6109179126442243,0,16
israeli amsterdam starting saying fuck arab glass gaza kill palestinian taking palestinian flag ended chanting free palestine thought still israel lmao,12.211129836356935,5.934894195619588,4.709530201312334,4,65
breaking israeli plane way bring maccabi fan safely back israel,10.49166303072945,3.8712010109078907,2.995732273553991,4,15
breaking israel sent two rescue plane netherlands save people,11.395199927660784,5.638354669333745,3.988984046564274,14,46
following mob attack jew amsterdam israeli government sending emergency mission netherlands,12.74833298082205,6.514712690872529,4.90527477843843,35,68
breaking israel sending rescue team plane amsterdam come europe absolutely pathetic,10.849065205035176,6.403574197934815,4.762173934797756,15,46
prime minister netanyahu ordered immediate dispatch two rescue plane assist israeli citizen amsterdam israel going rescue jew europe,12.64895877138784,8.77043908654689,7.207859871432475,30,75
arab voter america voted trump even say word palestine leveled israel voted,10.917648820068035,6.338594078203183,4.770684624465664,0,19
breaking israel sending rescue team plane amsterdam,11.180050749502856,7.9892214088152755,6.056784013228624,24,35
israel sending rescue team rescue plane amsterdam,10.635999666618329,5.187385805840755,3.8066624897703196,18,20
breaking news israel sending delegation rescue plane amsterdam help rescue jew,8.019283792916793,3.0910424533583156,1.9459101490553132,20,2
israel sending rescue team rescue plane amsterdam,10.514638034291341,5.081404364984463,3.828641396489095,20,17
report indicate pogrom jewish soccer fan amsterdam organized group 5 10 men hiding different location ambushing jew near ajax johan cruyff arena,12.74833298082205,7.10824413973154,5.996452088619021,39,75
come palestine people listening palestinian people arab much responsible plight palestinian israel west,9.772182251758137,3.1780538303479453,1.791759469228055,0,11
report wave attack targeting jew amsterdam europa league match ajax maccabi tel aviv,12.74833298082205,6.361302477572995,4.955827057601261,46,77
israeli knesset voted approve israel katz israeli minister defense gideon sa ar minister foreign affair,10.635999666618329,3.526360524616161,1.6094379124341003,29,28
let record show every single arab american could explicitly voted donald trump would still saying free palestine fuck israel genocide wrong matter comment seeing tiktok palestinian evil god help u,7.408530566894626,4.718498871295094,2.772588722239781,0,1
israel send five rescue plane amsterdam many jew still missing many hiding hotel room locked mob muslim hunt name islam palestine dutch authority failed defend,12.303607621366705,6.418364935936212,5.318119993844216,46,76
breaking jew amsterdam cautioned avoid wearing jewish symbol,11.126380241714575,4.564348191467836,3.044522437723423,15,34
palestinian renounce evil people seek forgiveness 76 year world cried screamed palestine october 7th world went silent resumed scream hypocrisy day israel forced war never sought evil rose terror supporter took street around world calling genocide jew world turned blind eye yet jew hunted amsterdam world silent moral dilemma existence jew done standing behind supporting people refuse rid evil refuse see humanity jew worth world done hypocrisy double standard done ignorance lie ashamed call palestinian ashamed sorry jewish people forever sought life coexistence u instead choose destruction death sorry,10.272150354120187,5.420534999272285,3.8501476017100584,0,12
attack jew street europe name palestine destroy synagogue deny history humanity believe israel must exist,12.403496256733755,6.926577033222725,5.017279836814924,0,75
